Word,Valence,StateIntensity,Emotion,Judgment,Agreement,Intention
uneasy,Negative,Normal,Pain,NULL,NULL,NULL
uneconomical,Negative,Normal,NULL,Vice,NULL,NULL
unemployed,Negative,Normal,NULL,Vice,NULL,NULL
unemployment,Neutral,Normal,NULL,Vice,NULL,NULL
unequal,Negative,Normal,NULL,NULL,NULL,NULL
unequivocal,Neutral,Overstated,NULL,NULL,NULL,NULL
unesco,Neutral,Normal,NULL,NULL,NULL,NULL
uneven,Negative,Normal,NULL,NULL,NULL,NULL
unexpected,Neutral,Normal,Neutral,NULL,NULL,NULL
unexpectedly,Negative,Normal,NULL,Vice,NULL,NULL
unfailing,Neutral,Overstated,NULL,NULL,NULL,NULL
unfair,Negative,Normal,NULL,Vice,Hostility,NULL
unfaithful,Negative,Normal,NULL,Vice,NULL,NULL
unfamiliar,Negative,Normal,NULL,Vice,NULL,NULL
unfavorable,Negative,Understated,NULL,Vice,NULL,NULL
unfavourable,Neutral,Normal,NULL,NULL,NULL,NULL
unfeeling,Negative,Normal,Neutral,Vice,NULL,NULL
unfettered,Neutral,Normal,NULL,NULL,NULL,NULL
unfinished,Neutral,Normal,NULL,NULL,NULL,NULL
unfit,Negative,Normal,NULL,Vice,NULL,NULL
unforeseen,Negative,Normal,NULL,NULL,NULL,NULL
unforgettable,Positive,Normal,NULL,NULL,NULL,NULL
unfortunate,Negative,Understated,NULL,Vice,NULL,NULL
unfriendly,Negative,Normal,NULL,Vice,NULL,NULL
ungrateful,Negative,Normal,NULL,Vice,NULL,NULL
unguarded,Negative,Normal,NULL,NULL,NULL,NULL
unhappily,Neutral,Normal,NULL,NULL,NULL,NULL
unhappiness,Negative,Normal,Pain,NULL,NULL,NULL
unhappy,Negative,Normal,Pain,NULL,NULL,NULL
unhealthy,Negative,Normal,NULL,NULL,NULL,NULL
unhurried,Positive,Overstated,NULL,NULL,NULL,NULL
unicef,Neutral,Normal,NULL,NULL,NULL,NULL
unification,Neutral,Normal,NULL,NULL,NULL,NULL
uniform,Neutral,Normal,NULL,NULL,NULL,NULL
unify,Neutral,Normal,NULL,NULL,Affiliation,Active
unimpaired,Neutral,Normal,NULL,NULL,NULL,NULL
unimpeachable,Positive,Normal,NULL,Virtue,NULL,NULL
unimportant,Negative,Understated,NULL,Vice,NULL,NULL
uninformed,Negative,Normal,NULL,NULL,NULL,NULL
uninterrupted,Neutral,Normal,NULL,NULL,NULL,NULL
union,Neutral,Normal,NULL,NULL,NULL,NULL
unique,Positive,Overstated,NULL,NULL,NULL,NULL
unison,Neutral,Normal,NULL,NULL,Affiliation,NULL
unit,Neutral,Normal,NULL,NULL,NULL,NULL
unite,Neutral,Normal,NULL,NULL,Affiliation,Active
united-nations,Neutral,Normal,NULL,NULL,NULL,NULL
united-states,Neutral,Normal,NULL,NULL,NULL,NULL
unity,Positive,Normal,NULL,Virtue,NULL,NULL
universal,Neutral,Overstated,NULL,NULL,NULL,NULL
universe,Neutral,Normal,NULL,NULL,NULL,NULL
university,Neutral,Normal,NULL,NULL,NULL,NULL
unjust,Negative,Normal,NULL,Vice,Hostility,NULL
unjustified,Negative,Normal,NULL,Vice,Hostility,NULL
unkind,Negative,Normal,NULL,Vice,NULL,NULL
unknown,Neutral,Normal,NULL,NULL,NULL,NULL
unlawful,Negative,Normal,NULL,NULL,NULL,NULL
unleash,Neutral,Normal,NULL,NULL,Hostility,Active
unless,Neutral,Normal,NULL,NULL,NULL,NULL
unlike,Neutral,Normal,NULL,NULL,NULL,NULL
unlikelihood,Neutral,Understated,NULL,NULL,NULL,NULL
unlikely,Neutral,Understated,NULL,NULL,NULL,NULL
unlimited,Positive,Overstated,NULL,NULL,NULL,NULL
unlucky,Negative,Understated,NULL,Vice,NULL,NULL
unmistakable,Neutral,Overstated,NULL,NULL,NULL,NULL
unmitigated,Neutral,Overstated,NULL,Vice,NULL,NULL
unmoved,Negative,Understated,Neutral,NULL,NULL,NULL
unnatural,Negative,Normal,NULL,NULL,NULL,NULL
unnecessary,Negative,Understated,NULL,Vice,NULL,NULL
unnerve,Negative,Normal,Pain,NULL,NULL,Passive
unnoticed,Negative,Normal,NULL,NULL,NULL,NULL
unobserved,Negative,Normal,NULL,NULL,NULL,NULL
unparalleled,Neutral,Normal,NULL,NULL,NULL,NULL
unpleasant,Negative,Understated,NULL,Vice,NULL,NULL
unpopular,Negative,Normal,NULL,Vice,NULL,NULL
unprecedented,Neutral,Overstated,NULL,NULL,NULL,NULL
unpredictable,Neutral,Understated,NULL,Vice,NULL,NULL
unprepared,Neutral,Normal,NULL,Vice,NULL,NULL
unprofitable,Negative,Normal,NULL,NULL,NULL,NULL
unprovoked,Neutral,Normal,NULL,NULL,NULL,NULL
unqualified,Negative,Normal,NULL,Vice,NULL,NULL
unquestionable,Neutral,Overstated,NULL,NULL,NULL,NULL
unquestioned,Neutral,Overstated,NULL,NULL,NULL,NULL
unreal,Neutral,Normal,NULL,Vice,NULL,NULL
unrealistic,Neutral,Normal,NULL,Vice,NULL,NULL
unreasonable,Negative,Normal,NULL,NULL,NULL,NULL
unreliability,Negative,Understated,NULL,Vice,NULL,NULL
unreliable,Negative,Understated,NULL,Vice,NULL,NULL
unremitting,Neutral,Normal,NULL,NULL,NULL,NULL
unrest,Negative,Normal,NULL,Vice,NULL,NULL
unrestricted,Neutral,Overstated,NULL,NULL,NULL,NULL
unruly,Negative,Normal,NULL,NULL,Hostility,NULL
unsafe,Negative,Normal,NULL,NULL,Hostility,NULL
unsatisfactory,Negative,Understated,NULL,Vice,NULL,NULL
unscrupulous,Negative,Normal,NULL,Vice,NULL,NULL
unseen,Negative,Normal,NULL,NULL,NULL,NULL
unselfish,Positive,Normal,NULL,Virtue,NULL,NULL
unsettling,Negative,Normal,Pain,NULL,NULL,NULL
unshaken,Neutral,Normal,NULL,NULL,NULL,NULL
unsolve,Neutral,Normal,NULL,NULL,NULL,NULL
unsound,Negative,Understated,NULL,Vice,NULL,NULL
unsoundness,Neutral,Understated,NULL,Vice,NULL,NULL
unspeakable,Negative,Normal,Pain,NULL,NULL,NULL
unspecified,Neutral,Understated,NULL,NULL,NULL,NULL
unstable,Negative,Normal,NULL,Vice,NULL,NULL
unsteadiness,Negative,Normal,NULL,NULL,NULL,NULL
unsteady,Negative,Normal,NULL,NULL,NULL,NULL
unsuccessful,Negative,Normal,NULL,Vice,NULL,NULL
unsuitable,Neutral,Normal,NULL,NULL,NULL,NULL
unsure,Neutral,Understated,NULL,Vice,NULL,NULL
unsureness,Neutral,Understated,NULL,Vice,NULL,NULL
unsurpassable,Neutral,Normal,NULL,NULL,NULL,NULL
until,Neutral,Normal,NULL,NULL,NULL,NULL
untimely,Negative,Normal,NULL,NULL,NULL,NULL
untiring,Neutral,Normal,NULL,NULL,NULL,NULL
unto,Neutral,Normal,NULL,NULL,NULL,NULL
untold,Neutral,Overstated,NULL,NULL,NULL,NULL
untouched,Positive,Normal,NULL,Virtue,NULL,NULL
untrained,Negative,Normal,NULL,NULL,NULL,NULL
untrue,Negative,Understated,NULL,Vice,NULL,NULL
untrustworthy,Negative,Normal,NULL,Vice,NULL,NULL
untruth,Negative,Normal,NULL,NULL,Hostility,NULL
unusual,Neutral,Overstated,NULL,NULL,NULL,NULL
unwaverimg,Neutral,Normal,NULL,NULL,NULL,NULL
unwavering,Neutral,Overstated,NULL,NULL,NULL,NULL
unwilling,Negative,Normal,Pain,NULL,Hostility,NULL
unwillingness,Negative,Normal,Pain,NULL,Hostility,NULL
unwise,Negative,Normal,NULL,Vice,NULL,NULL
unworthy,Negative,Normal,NULL,Vice,NULL,NULL
up,Neutral,Normal,NULL,NULL,NULL,NULL
upbeat,Positive,Normal,Pleasure,NULL,NULL,NULL
upfront,Positive,Normal,NULL,NULL,NULL,NULL
upgrade,Positive,Normal,NULL,NULL,NULL,Active
upheaval,Negative,Normal,NULL,NULL,NULL,NULL
upheld,Positive,Normal,NULL,NULL,NULL,Active
uphold,Positive,Normal,NULL,NULL,NULL,Active
uplift,Positive,Normal,Pleasure,NULL,NULL,Active
upon,Neutral,Normal,NULL,NULL,NULL,NULL
upper,Neutral,Normal,NULL,NULL,NULL,NULL
uppermost,Positive,Overstated,NULL,NULL,NULL,NULL
upright,Positive,Normal,NULL,NULL,NULL,NULL
uprising,Negative,Normal,NULL,NULL,Complex,NULL
uproar,Negative,Normal,NULL,NULL,Affiliation,NULL
uproot,Negative,Normal,NULL,NULL,NULL,Active
upset,Negative,Normal,Pain,NULL,Hostility,Active
upside,Positive,Normal,NULL,NULL,NULL,NULL
upstairs,Neutral,Normal,NULL,NULL,NULL,NULL
upturn,Neutral,Normal,NULL,NULL,NULL,NULL
upward,Positive,Normal,NULL,NULL,NULL,NULL
uraguay,Neutral,Normal,NULL,NULL,NULL,NULL
uranium,Neutral,Normal,NULL,NULL,NULL,NULL
urban,Neutral,Normal,NULL,NULL,NULL,NULL
urbanization,Neutral,Normal,NULL,NULL,NULL,NULL
urge,Neutral,Normal,NULL,NULL,NULL,Active
urgency,Neutral,Normal,NULL,NULL,NULL,NULL
urgent,Neutral,Overstated,NULL,NULL,NULL,NULL
us,Neutral,Normal,NULL,NULL,Affiliation,NULL
usa,Neutral,Normal,NULL,NULL,NULL,NULL
usable,Positive,Normal,NULL,Virtue,NULL,NULL
use,Neutral,Normal,NULL,Complex,NULL,Active
useful,Positive,Normal,NULL,Virtue,NULL,NULL
usefulness,Positive,Normal,NULL,Virtue,NULL,NULL
useless,Negative,Normal,NULL,Vice,NULL,NULL
user,Neutral,Normal,NULL,NULL,NULL,NULL
ussr,Neutral,Normal,NULL,NULL,NULL,NULL
usual,Neutral,Overstated,NULL,NULL,NULL,NULL
usurp,Negative,Normal,NULL,NULL,Hostility,Active
utah,Neutral,Normal,NULL,NULL,NULL,NULL
utilitarian,Positive,Normal,NULL,NULL,NULL,NULL
utility,Neutral,Normal,NULL,NULL,NULL,NULL
utilization,Positive,Normal,NULL,NULL,NULL,NULL
utilize,Positive,Normal,NULL,NULL,NULL,Active
utmost,Neutral,Overstated,NULL,NULL,NULL,NULL
utopia,Neutral,Normal,NULL,NULL,NULL,NULL
utopian,Neutral,Normal,NULL,NULL,NULL,NULL
utter,Neutral,Overstated,NULL,NULL,NULL,Passive
utterance,Negative,Normal,NULL,NULL,NULL,NULL
utterly,Neutral,Overstated,NULL,NULL,NULL,NULL
uttermost,Positive,Overstated,NULL,NULL,NULL,NULL
vacation,Neutral,Normal,NULL,NULL,NULL,NULL
vacationer,Neutral,Normal,NULL,NULL,NULL,NULL
vacillate,Neutral,Understated,NULL,NULL,NULL,NULL
vacuum,Neutral,Normal,NULL,NULL,NULL,NULL
vagabond,Negative,Normal,NULL,NULL,NULL,NULL
vagrant,Negative,Normal,NULL,NULL,NULL,NULL
vague,Negative,Understated,NULL,NULL,NULL,NULL
vagueness,Negative,Understated,NULL,NULL,NULL,NULL
vain,Negative,Normal,NULL,Vice,NULL,NULL
vale,Neutral,Normal,NULL,NULL,NULL,NULL
valiant,Positive,Normal,NULL,Virtue,NULL,NULL
valid,Positive,Overstated,NULL,Virtue,NULL,NULL
validity,Positive,Overstated,NULL,Virtue,NULL,NULL
valley,Neutral,Normal,NULL,NULL,NULL,NULL
valor,Positive,Normal,NULL,Virtue,NULL,NULL
valuable,Positive,Normal,NULL,Virtue,NULL,NULL
valuation,Neutral,Normal,NULL,NULL,NULL,NULL
value,Positive,Normal,Pleasure,Virtue,NULL,NULL
van,Neutral,Normal,NULL,NULL,NULL,NULL
vanish,Negative,Normal,NULL,NULL,NULL,Active
vanity,Negative,Normal,NULL,Vice,NULL,NULL
vanquish,Positive,Normal,NULL,NULL,NULL,Active
vantage,Neutral,Normal,NULL,NULL,NULL,NULL
variable,Neutral,Normal,NULL,NULL,NULL,NULL
variation,Neutral,Normal,NULL,NULL,NULL,NULL
variety,Neutral,Normal,NULL,NULL,NULL,NULL
various,Neutral,Normal,NULL,NULL,NULL,NULL
vary,Neutral,Normal,NULL,NULL,NULL,NULL
vast,Neutral,Overstated,NULL,NULL,NULL,NULL
vastness,Positive,Overstated,NULL,NULL,NULL,NULL
vector,Neutral,Normal,NULL,NULL,NULL,NULL
vegetable,Neutral,Normal,NULL,NULL,NULL,NULL
vehement,Negative,Normal,Neutral,NULL,NULL,NULL
vehicle,Neutral,Normal,NULL,NULL,NULL,NULL
veil,Neutral,Normal,NULL,NULL,NULL,NULL
vein,Neutral,Normal,NULL,NULL,NULL,NULL
velocity,Neutral,Normal,NULL,NULL,NULL,NULL
venerable,Positive,Normal,NULL,Virtue,NULL,NULL
venerate,Positive,Normal,NULL,NULL,Affiliation,Active
venezuela,Neutral,Normal,NULL,NULL,NULL,NULL
vengeance,Negative,Normal,NULL,NULL,Hostility,Active
venom,Negative,Normal,NULL,Vice,Hostility,NULL
venomous,Negative,Normal,NULL,NULL,Hostility,NULL
ventricle,Neutral,Normal,NULL,NULL,NULL,NULL
venture,Neutral,Normal,NULL,NULL,NULL,Active
veranda,Neutral,Normal,NULL,NULL,NULL,NULL
verb,Neutral,Normal,NULL,NULL,NULL,NULL
verbal,Neutral,Normal,NULL,NULL,NULL,NULL
verdict,Neutral,Normal,NULL,NULL,NULL,NULL
verification,Positive,Overstated,NULL,NULL,NULL,NULL
verify,Positive,Overstated,NULL,NULL,NULL,Active
veritable,Positive,Normal,NULL,Virtue,NULL,NULL
vermont,Neutral,Normal,NULL,NULL,NULL,NULL
versatile,Positive,Normal,NULL,Virtue,NULL,NULL
versatility,Positive,Normal,NULL,Virtue,NULL,NULL
verse,Neutral,Normal,NULL,NULL,NULL,NULL
version,Neutral,Normal,NULL,NULL,NULL,NULL
versus,Neutral,Normal,NULL,NULL,NULL,NULL
vertical,Neutral,Normal,NULL,NULL,NULL,NULL
very,Neutral,Overstated,NULL,NULL,NULL,NULL
vessel,Neutral,Normal,NULL,NULL,NULL,NULL
vested,Neutral,Normal,NULL,NULL,NULL,NULL
veteran,Neutral,Normal,NULL,NULL,NULL,NULL
veto,Negative,Normal,NULL,NULL,NULL,Active
vex,Negative,Normal,NULL,NULL,NULL,NULL
vexation,Negative,Understated,NULL,NULL,NULL,NULL
vexatious,Neutral,Normal,NULL,NULL,NULL,NULL
vexing,Negative,Understated,NULL,NULL,NULL,NULL
via,Neutral,Normal,NULL,NULL,NULL,NULL
viability,Positive,Normal,NULL,NULL,NULL,NULL
viable,Positive,Normal,NULL,Virtue,NULL,NULL
vice,Negative,Normal,NULL,Vice,NULL,NULL
vice-president,Neutral,Normal,NULL,NULL,NULL,NULL
vicinity,Neutral,Normal,NULL,NULL,NULL,NULL
vicious,Negative,Normal,NULL,Vice,Hostility,NULL
victim,Neutral,Normal,NULL,NULL,Hostility,Passive
victor,Neutral,Normal,NULL,NULL,NULL,NULL
victorious,Positive,Normal,NULL,Virtue,NULL,NULL
victory,Neutral,Normal,NULL,NULL,NULL,NULL
vie,Negative,Normal,NULL,NULL,Hostility,Active
viet,Neutral,Normal,NULL,NULL,NULL,NULL
vietnam,Neutral,Normal,NULL,NULL,NULL,NULL
view,Neutral,Normal,NULL,NULL,NULL,NULL
viewer,Neutral,Normal,NULL,NULL,NULL,NULL
viewpoint,Neutral,Normal,NULL,NULL,NULL,NULL
vigilance,Positive,Normal,Neutral,Virtue,NULL,NULL
vigilant,Positive,Normal,Neutral,Virtue,NULL,NULL
vigor,Neutral,Normal,NULL,Virtue,NULL,NULL
vigorous,Neutral,Normal,NULL,Virtue,NULL,NULL
vigour,Neutral,Normal,NULL,NULL,NULL,NULL
vile,Negative,Overstated,NULL,Vice,NULL,NULL
village,Neutral,Normal,NULL,NULL,NULL,NULL
villager,Neutral,Normal,NULL,NULL,NULL,NULL
villain,Negative,Normal,NULL,NULL,Hostility,NULL
vindicate,Neutral,Normal,NULL,NULL,NULL,NULL
vindication,Neutral,Normal,NULL,NULL,NULL,NULL
vindictive,Neutral,Normal,NULL,NULL,NULL,NULL
violate,Negative,Normal,NULL,NULL,Hostility,Active
violation,Negative,Normal,NULL,Vice,Hostility,Active
violence,Negative,Normal,NULL,Vice,Hostility,Active
violent,Negative,Normal,NULL,Vice,Hostility,Active
violin,Neutral,Normal,NULL,NULL,NULL,NULL
viper,Negative,Normal,NULL,NULL,Hostility,NULL
virginia,Neutral,Normal,NULL,NULL,NULL,NULL
virtual,Neutral,Overstated,NULL,NULL,NULL,NULL
virtue,Positive,Normal,NULL,Virtue,NULL,NULL
virtuous,Positive,Normal,NULL,Virtue,NULL,NULL
viscosity,Neutral,Normal,NULL,NULL,NULL,NULL
visible,Neutral,Normal,NULL,NULL,NULL,NULL
vision,Neutral,Normal,NULL,NULL,NULL,NULL
visionary,Positive,Normal,NULL,NULL,NULL,NULL
visit,Neutral,Normal,NULL,NULL,Affiliation,NULL
visitor,Neutral,Normal,NULL,NULL,Affiliation,NULL
visual,Neutral,Normal,NULL,NULL,NULL,NULL
visualization,Positive,Normal,NULL,NULL,NULL,NULL
vital,Neutral,Overstated,NULL,Virtue,NULL,NULL
vitality,Positive,Normal,NULL,Virtue,NULL,NULL
vitamin,Neutral,Normal,NULL,NULL,NULL,NULL
vivacious,Positive,Normal,NULL,Virtue,NULL,NULL
vivid,Positive,Normal,NULL,NULL,NULL,NULL
vocabulary,Neutral,Normal,NULL,NULL,NULL,NULL
vocational,Neutral,Normal,NULL,NULL,NULL,NULL
voice,Neutral,Normal,NULL,NULL,NULL,Active
void,Negative,Normal,NULL,Vice,NULL,NULL
volatile,Negative,Normal,NULL,NULL,NULL,NULL
volatility,Negative,Normal,NULL,NULL,NULL,NULL
volume,Neutral,Normal,NULL,NULL,NULL,NULL
voluntarily,Neutral,Normal,NULL,NULL,NULL,NULL
voluntary,Positive,Normal,Neutral,NULL,NULL,NULL
volunteer,Neutral,Normal,NULL,NULL,Affiliation,NULL
vomit,Negative,Normal,NULL,NULL,NULL,NULL
vote,Neutral,Normal,NULL,NULL,NULL,Active
voter,Neutral,Normal,NULL,NULL,NULL,NULL
vouchsafe,Positive,Normal,NULL,NULL,NULL,Active
vow,Neutral,Normal,NULL,NULL,NULL,NULL
voyage,Neutral,Normal,NULL,NULL,NULL,NULL
vulgar,Negative,Normal,NULL,Vice,NULL,NULL
vulnerability,Neutral,Normal,NULL,Vice,NULL,NULL
vulnerable,Neutral,Normal,NULL,Vice,NULL,NULL
vulture,Neutral,Normal,NULL,NULL,NULL,NULL
wage,Neutral,Normal,NULL,NULL,Hostility,Active
wagon,Neutral,Normal,NULL,NULL,NULL,NULL
wail,Negative,Normal,Pain,NULL,NULL,Active
waist,Neutral,Normal,NULL,NULL,NULL,NULL
wait,Negative,Normal,NULL,NULL,Hostility,Passive
waiter,Neutral,Normal,NULL,NULL,NULL,NULL
wake,Neutral,Normal,NULL,NULL,NULL,Active
walk,Neutral,Normal,NULL,NULL,Hostility,Active
walker,Neutral,Normal,NULL,NULL,NULL,Active
wall,Neutral,Normal,NULL,NULL,NULL,NULL
wallow,Negative,Normal,Pain,NULL,NULL,Active
wallpaper,Neutral,Normal,NULL,NULL,NULL,NULL
walnut,Neutral,Normal,NULL,NULL,NULL,NULL
wander,Neutral,Normal,NULL,NULL,NULL,Passive
wanderer,Neutral,Normal,NULL,NULL,NULL,Passive
wane,Negative,Normal,NULL,NULL,NULL,Passive
want,Neutral,Normal,NULL,NULL,NULL,Passive
wanton,Negative,Normal,NULL,NULL,NULL,NULL
war,Negative,Normal,NULL,NULL,Hostility,NULL
ward,Neutral,Normal,NULL,NULL,NULL,NULL
wardrobe,Neutral,Normal,NULL,NULL,NULL,NULL
warfare,Negative,Normal,NULL,NULL,NULL,Active
warlike,Negative,Normal,NULL,NULL,Complex,NULL
warm,Positive,Normal,NULL,NULL,NULL,NULL
warmhearted,Positive,Normal,Pleasure,Virtue,NULL,NULL
warmth,Positive,Normal,Neutral,NULL,NULL,NULL
warn,Neutral,Normal,NULL,NULL,NULL,Active
warp,Negative,Normal,NULL,NULL,NULL,Active
warrant,Neutral,Normal,NULL,NULL,NULL,NULL
warrior,Neutral,Normal,NULL,NULL,Hostility,Active
wartime,Neutral,Normal,NULL,NULL,NULL,NULL
wary,Negative,Normal,Pain,NULL,NULL,NULL
was,Neutral,Normal,NULL,NULL,NULL,NULL
wash,Neutral,Normal,NULL,NULL,NULL,Active
washer,Neutral,Normal,NULL,NULL,NULL,NULL
washington,Neutral,Normal,NULL,NULL,NULL,NULL
waste,Negative,Normal,NULL,Vice,NULL,NULL
wasteful,Negative,Normal,NULL,Vice,NULL,NULL
wastefulness,Negative,Normal,NULL,Vice,NULL,NULL
watch,Neutral,Normal,Neutral,NULL,NULL,Active
watchful,Neutral,Normal,NULL,NULL,NULL,NULL
water,Neutral,Normal,NULL,NULL,NULL,NULL
waterfront,Neutral,Normal,NULL,NULL,NULL,NULL
waterway,Neutral,Normal,NULL,NULL,NULL,NULL
wave,Neutral,Normal,NULL,NULL,NULL,NULL
waver,Neutral,Normal,NULL,NULL,NULL,NULL
wax,Neutral,Normal,NULL,NULL,NULL,NULL
way,Neutral,Understated,NULL,NULL,Affiliation,Active
wayward,Negative,Normal,NULL,NULL,NULL,NULL
we,Neutral,Normal,NULL,NULL,NULL,NULL
weak,Neutral,Understated,NULL,NULL,NULL,NULL
weaken,Negative,Normal,NULL,NULL,NULL,NULL
weakly,Neutral,Understated,NULL,NULL,NULL,NULL
weakness,Neutral,Understated,NULL,Vice,NULL,NULL
wealth,Neutral,Overstated,NULL,NULL,NULL,NULL
wealthy,Neutral,Normal,NULL,Virtue,NULL,NULL
weapon,Neutral,Normal,NULL,NULL,Hostility,NULL
wear,Negative,Normal,NULL,Vice,NULL,Active
wearer,Neutral,Normal,NULL,NULL,NULL,NULL
weariness,Negative,Normal,NULL,NULL,NULL,NULL
wearisome,Negative,Normal,NULL,NULL,NULL,NULL
weary,Neutral,Normal,Pain,NULL,NULL,NULL
weather,Neutral,Normal,NULL,NULL,NULL,NULL
wed,Neutral,Normal,NULL,NULL,Affiliation,NULL
wedding,Neutral,Normal,NULL,NULL,Affiliation,NULL
wednesday,Neutral,Normal,NULL,NULL,NULL,NULL
wee,Negative,Overstated,NULL,NULL,NULL,NULL
weed,Negative,Normal,NULL,NULL,Hostility,NULL
week,Neutral,Normal,NULL,NULL,NULL,NULL
weekend,Neutral,Normal,NULL,NULL,NULL,NULL
weekly,Neutral,Normal,NULL,NULL,NULL,NULL
weep,Negative,Normal,Pain,NULL,NULL,Active
weigh,Neutral,Normal,NULL,NULL,NULL,NULL
weight,Neutral,Normal,NULL,NULL,Affiliation,NULL
weird,Negative,Normal,NULL,Vice,NULL,NULL
welcome,Positive,Normal,NULL,NULL,Affiliation,NULL
welfare,Positive,Normal,NULL,NULL,NULL,NULL
well,Positive,Understated,NULL,Virtue,NULL,NULL
well-being,Neutral,Normal,NULL,NULL,NULL,NULL
well-grounded,Neutral,Normal,NULL,NULL,NULL,NULL
well-informed,Neutral,Normal,NULL,NULL,NULL,NULL
well-known,Neutral,Normal,NULL,NULL,NULL,NULL
wench,Negative,Normal,NULL,NULL,Hostility,NULL
went,Neutral,Normal,NULL,NULL,NULL,NULL
wept,Neutral,Normal,NULL,NULL,NULL,NULL
were,Neutral,Normal,NULL,NULL,NULL,NULL
west,Neutral,Normal,NULL,NULL,NULL,NULL
western,Neutral,Normal,NULL,NULL,NULL,NULL
western-europe,Neutral,Normal,NULL,NULL,NULL,NULL
westerner,Neutral,Normal,NULL,NULL,NULL,NULL
westward,Neutral,Normal,NULL,NULL,NULL,NULL
wet,Neutral,Normal,NULL,NULL,NULL,NULL
weu,Neutral,Normal,NULL,NULL,NULL,NULL
whack,Negative,Normal,NULL,NULL,Hostility,Active
what,Neutral,Overstated,NULL,NULL,NULL,NULL
whatever,Neutral,Overstated,NULL,NULL,NULL,NULL
whatsoever,Neutral,Overstated,NULL,NULL,NULL,NULL
wheat,Neutral,Normal,NULL,NULL,NULL,NULL
wheel,Neutral,Normal,NULL,NULL,Hostility,NULL
when,Neutral,Normal,NULL,NULL,NULL,NULL
whenever,Neutral,Normal,NULL,NULL,NULL,NULL
where,Neutral,Normal,NULL,NULL,NULL,NULL
whereas,Neutral,Normal,NULL,NULL,NULL,NULL
whereby,Neutral,Normal,NULL,NULL,NULL,NULL
wherein,Neutral,Normal,NULL,NULL,NULL,NULL
wherever,Neutral,Overstated,NULL,NULL,NULL,NULL
whether,Neutral,Normal,NULL,NULL,NULL,NULL
which,Neutral,Normal,NULL,NULL,NULL,NULL
whig,Neutral,Normal,NULL,NULL,NULL,NULL
while,Neutral,Normal,NULL,NULL,NULL,NULL
whim,Neutral,Normal,NULL,NULL,NULL,NULL
whimper,Negative,Normal,Pain,NULL,NULL,Active
whimsical,Positive,Normal,Pleasure,NULL,NULL,NULL
whine,Negative,Normal,NULL,NULL,Hostility,NULL
whip,Negative,Normal,NULL,Vice,Hostility,Active
whirl,Neutral,Normal,NULL,NULL,NULL,NULL
whisky,Neutral,Normal,NULL,NULL,NULL,NULL
whisper,Neutral,Understated,NULL,NULL,NULL,NULL
whistle,Neutral,Normal,NULL,NULL,NULL,Active
white,Neutral,Normal,NULL,NULL,NULL,NULL
who,Neutral,Normal,NULL,NULL,NULL,NULL
who's,Neutral,Normal,NULL,NULL,NULL,NULL
whoever,Neutral,Overstated,NULL,NULL,NULL,NULL
whole,Neutral,Overstated,NULL,NULL,NULL,NULL
whole-hearted,Neutral,Normal,NULL,NULL,NULL,NULL
wholehearted,Neutral,Normal,NULL,NULL,NULL,NULL
wholesale,Neutral,Normal,NULL,NULL,NULL,NULL
wholesome,Positive,Normal,NULL,Virtue,NULL,NULL
whom,Neutral,Normal,NULL,NULL,NULL,NULL
whose,Neutral,Normal,NULL,NULL,NULL,NULL
why,Neutral,Normal,NULL,NULL,NULL,NULL
wicked,Negative,Normal,NULL,NULL,Hostility,NULL
wickedness,Negative,Normal,NULL,NULL,Hostility,NULL
wide,Neutral,Normal,Neutral,NULL,NULL,NULL
widen,Neutral,Normal,NULL,NULL,NULL,Active
widespread,Neutral,Overstated,NULL,NULL,NULL,NULL
widow,Neutral,Normal,NULL,NULL,NULL,Passive
widower,Neutral,Normal,NULL,NULL,NULL,NULL
width,Neutral,Normal,NULL,NULL,NULL,NULL
wield,Neutral,Normal,NULL,NULL,NULL,NULL
wife,Neutral,Normal,NULL,NULL,NULL,NULL
wild,Negative,Overstated,NULL,NULL,NULL,NULL
wilderness,Neutral,Normal,NULL,NULL,NULL,NULL
will,Neutral,Normal,Neutral,NULL,NULL,NULL
willful,Positive,Normal,Neutral,NULL,NULL,NULL
willing,Positive,Normal,Pleasure,NULL,Affiliation,NULL
willingness,Positive,Normal,Pleasure,NULL,Affiliation,NULL
wilt,Negative,Normal,NULL,NULL,NULL,Passive
wily,Negative,Normal,NULL,NULL,Hostility,NULL
win,Neutral,Normal,NULL,NULL,NULL,Active
wince,Negative,Normal,Pain,NULL,NULL,Passive
wind,Neutral,Normal,Pain,NULL,NULL,Active
window,Neutral,Normal,NULL,NULL,NULL,NULL
windshield,Neutral,Normal,NULL,NULL,NULL,NULL
wine,Neutral,Normal,NULL,NULL,NULL,NULL
wing,Neutral,Normal,NULL,NULL,NULL,NULL
winner,Neutral,Normal,NULL,NULL,NULL,NULL
winter,Neutral,Normal,NULL,NULL,NULL,NULL
wipe,Neutral,Normal,NULL,NULL,NULL,Active
wire,Neutral,Normal,NULL,NULL,NULL,Active
wisconson,Neutral,Normal,NULL,NULL,NULL,NULL
wisdom,Positive,Normal,NULL,Virtue,NULL,NULL
wise,Positive,Normal,NULL,Virtue,NULL,NULL
wish,Neutral,Normal,Neutral,NULL,NULL,NULL
wishful,Neutral,Normal,NULL,NULL,NULL,NULL
wit,Neutral,Normal,NULL,Virtue,NULL,NULL
