Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
불과하,NEG,High,Judgment,NEG
불구,NONE,None,Others,POS
불구하고,NONE,None,Judgment,POS
불길,NEG,Medium,Judgment,NEG
불량,NEG,Medium,Judgment,NEG
불러일으키,POS,Medium,Judgment,POS
불륜,NEG,Medium,Judgment,NEG
불리,NEG,High,Judgment,NEUT
불리하,NEG,Medium,Judgment,NEG
불리한,NEG,Medium,Judgment,NEG
불린,NEG,High,Argument,POS
불만,NEG,High,Emotion,NEG
불매,NEG,Medium,Judgment,NEG
불매운동,NEG,Medium,Judgment,NEG
불법,NEG,Medium,Judgment,NEG
불법행위,NEG,High,Judgment,NEG
불사,NEG,High,Judgment,NEG
불순,NEG,Medium,Judgment,NEG
불신,NEG,Medium,Judgment,NEG
불쌍,POS,Medium,Judgment,POS
불쌍하,POS,Medium,Judgment,POS
불쌍한,POS,Medium,Judgment,POS
불안,NEG,Medium,Emotion,NEG
불안하,NEG,Medium,Emotion,NEG
불안감,NEG,Medium,Judgment,NEG
불우,POS,Medium,Argument,POS
불의,NEG,Medium,Judgment,NEG
불퇴전,POS,Medium,Judgment,POS
불행,POS,Low,Judgment,POS
불행하,POS,Low,Judgment,POS
불행하지,POS,Low,Judgment,POS
불황,NEUT,Medium,Judgment,NEUT
붉,NEUT,Medium,Judgment,NEUT
붉은,NEUT,Medium,Judgment,NEUT
붐,POS,Medium,Judgment,POS
붓,NEG,Low,Judgment,NEUT
붓질,NEG,Medium,Judgment,NEG
붙,NEG,Medium,Judgment,NEUT
붙어,NEG,Medium,Judgment,NEG
블레어,POS,Medium,Judgment,POS
비,NEG,Medium,Judgment,NEG
비겁,NEG,High,Judgment,NEG
비관,NEG,High,Emotion,NEG
비교,POS,Low,Judgment,POS
비극,NEG,Medium,Judgment,NEG
비난,NEG,Medium,Argument,POS
비디오,NEG,Medium,Argument,POS
비록,NONE,None,Others,POS
비리,NEG,High,Judgment,NEG
비밀,POS,Medium,Judgment,POS
비상,NEG,High,Judgment,NEG
비서진,NEG,High,Judgment,NEG
비슷,POS,Medium,Judgment,POS
비슷하,POS,Medium,Judgment,POS
비슷하게,NEUT,Medium,Judgment,NEUT
비슷한,NEUT,Low,Argument,POS
비싸,NEG,Medium,Judgment,NEUT
비싼,NEG,Medium,Argument,POS
비용,NEG,Medium,Judgment,NEG
비유,NEUT,Medium,Argument,POS
비중,POS,Medium,Judgment,POS
비참,NEG,Medium,Judgment,NEUT
비추,POS,Medium,Judgment,POS
비추어,POS,Medium,Judgment,POS
비키,NEG,Medium,Argument,POS
비판,NEG,Medium,Judgment,NEG
비행기,NEUT,Low,Argument,POS
빚,POS,Medium,Argument,POS
빚었,POS,Medium,Argument,POS
빛,NEUT,Medium,Judgment,NEUT
빛깔,POS,Medium,Judgment,POS
빛살,NEUT,Low,Argument,POS
빠르,POS,Medium,Judgment,POS
빠른,POS,Low,Judgment,POS
빠지,NEG,Medium,Judgment,NEG
빠지어,NEG,Medium,Judgment,NEG
빨,NEG,Low,Judgment,NEUT
빨러,NEG,Low,Judgment,NEG
빨리,NEUT,Medium,Judgment,NEUT
빼,POS,Medium,Judgment,POS
빼는,POS,Medium,Judgment,POS
빼기,POS,Low,Judgment,POS
빼놓,POS,Medium,Judgment,POS
빼앗기,NEG,Medium,Judgment,NEG
뻔뻔,NEG,Medium,Judgment,NEG
뻔하,NEUT,Medium,Judgment,NEUT
뿐,NONE,None,Others,POS
뿐이,NONE,None,Others,POS
뿐더러,NONE,None,Others,POS
뿜어내,POS,Medium,Judgment,POS
사,NEG,Medium,Judgment,NEUT
사적,NEG,Medium,Judgment,NEG
사건,NEG,High,Judgment,NEG
사고,NEG,Medium,Judgment,NEG
사귀,NEG,High,Emotion,NEG
사극,NEG,Low,Argument,POS
사기,NEG,Medium,Judgment,NEG
사기꾼,NEG,Medium,Judgment,NEG
사라지,NEG,Medium,Judgment,NEG
사람,POS,Medium,Argument,POS
사람과,POS,Medium,Judgment,POS
사랑,POS,Medium,Emotion,POS
사랑하게,COMP,Medium,Speculation,POS
사랑할,NEG,Medium,Argument,POS
사망,NEUT,Medium,Judgment,NEUT
사망률,NEUT,Medium,Judgment,NEUT
사물,POS,Medium,Judgment,POS
사뭇,NONE,None,Others,POS
사상,POS,Medium,Judgment,POS
사색,POS,High,Judgment,POS
사슬,POS,Medium,Judgment,POS
사실,NONE,Medium,Argument,POS
사용,NEUT,Medium,Judgment,POS
사용되,POS,Medium,Judgment,POS
사용한,NEUT,Low,Argument,POS
사원,NEG,Medium,Judgment,NEG
사이,NEG,Medium,Argument,POS
사이버,POS,Low,Judgment,POS
사이버공간,POS,Low,Judgment,POS
사정,POS,Medium,Argument,POS
사진,POS,Medium,Judgment,POS
사진촬영,POS,Medium,Judgment,POS
사항,POS,Medium,Argument,POS
사회,NEG,Medium,Judgment,POS
삭막,POS,Medium,Judgment,POS
삭제,NEG,Medium,Judgment,NEG
산,NEUT,Low,Judgment,POS
산뜻,POS,Medium,Judgment,POS
산뜻하,POS,Medium,Judgment,POS
살,POS,Medium,Judgment,POS
살길,POS,Medium,Argument,POS
살리,POS,Medium,Judgment,POS
살릴,POS,Medium,Argument,POS
살리어,POS,Medium,Judgment,POS
살림,NEG,Medium,Argument,POS
살림꾼,NEG,Medium,Argument,POS
살아나,POS,Medium,Judgment,POS
살아남,POS,Medium,Judgment,POS
살아오,POS,Medium,Judgment,POS
살아온,POS,Medium,Judgment,POS
살인,NEG,High,Judgment,NEUT
살인죄,NEG,Medium,Argument,POS
살짝살짝,NEUT,Medium,Judgment,NEUT
살피,POS,Medium,Judgment,POS
삶,POS,Medium,Judgment,POS
삼,POS,Medium,Judgment,POS
삼박자,POS,High,Judgment,POS
삼위일체,POS,Medium,Judgment,POS
상,POS,Medium,Judgment,POS
상담,POS,Medium,Argument,POS
상대,NEG,Low,Judgment,NEG
상상,NEUT,Medium,Judgment,POS
상상력,POS,Medium,Judgment,POS
상세,POS,Medium,Judgment,POS
상속,NEG,Medium,Argument,POS
상수,POS,High,Judgment,POS
상식,POS,Medium,Judgment,POS
상실,NEUT,Medium,Judgment,NEUT
상의,POS,Low,Argument,POS
상징,POS,Medium,Judgment,POS
상쾌,POS,Medium,Emotion,POS
상쾌하,POS,Medium,Emotion,POS
상쾌한,POS,Medium,Argument,POS
상태,NEG,Medium,Judgment,NEUT
상품,NEG,Medium,Judgment,NEG
상황,NEG,High,Judgment,NEG
새,POS,Medium,Judgment,POS
새삶,POS,High,Judgment,POS
새끼,NEG,Medium,Judgment,NEG
새댁,POS,Medium,Judgment,POS
새로이,POS,Medium,Judgment,POS
새롭,POS,Medium,Judgment,POS
새삼,NONE,None,Others,POS
새색시,POS,Medium,Judgment,POS
색,NEUT,Medium,Judgment,NEUT
색번짐,NEG,Medium,Judgment,NEG
색깔,POS,Medium,Judgment,POS
색다르,POS,Medium,Judgment,POS
생,NEUT,Medium,Judgment,POS
생크림,POS,Medium,Judgment,POS
생각,POS,Medium,Argument,POS
생각하는,POS,High,Emotion,POS
생각할,NEUT,Medium,Argument,POS
생각하면,POS,Low,Argument,POS
생겨나,NEUT,Medium,Judgment,NEUT
생기,NEG,Medium,Argument,POS
생기었,NEG,Low,Argument,POS
생동,POS,Medium,Judgment,POS
생동감,POS,Medium,Judgment,POS
생명,POS,Medium,Judgment,POS
생물,NEG,Medium,Argument,POS
생산,POS,Medium,Judgment,POS
생선,NEUT,Medium,Argument,POS
생필품,POS,Low,Judgment,POS
생활,NEUT,Medium,Judgment,POS
생활고,NEG,High,Judgment,NEG
서,POS,Medium,Judgment,POS
서어,POS,Medium,Argument,POS
서두르,NEG,Medium,Intention,POS
서로,POS,Medium,Judgment,POS
서른,COMP,Medium,Speculation,POS
서명,POS,High,Agreement,POS
서방,NEG,Medium,Argument,POS
서비스,POS,Low,Judgment,POS
서서히,NONE,Medium,Judgment,NEUT
서슴,NEG,Medium,Judgment,NEG
서슴지,NEG,Medium,Judgment,NEG
서슴없이,POS,High,Judgment,POS
서예,POS,Medium,Judgment,POS
서울,NEG,Medium,Judgment,NEUT
서쪽,NEUT,Low,Argument,POS
서툴,NEG,Low,Judgment,NEG
석,NEG,Medium,Judgment,NEG
석가모니,NEUT,Medium,Argument,POS
석권,POS,High,Judgment,POS
석연,NEG,Medium,Judgment,NEG
섞이,NEG,Medium,Judgment,COMP
섞인,NEG,Medium,Judgment,COMP
선,POS,Medium,Judgment,POS
선구,POS,High,Judgment,POS
선두,POS,Medium,Judgment,POS
선물,POS,Low,Judgment,POS
선언,POS,Medium,Argument,POS
선전,NEG,Low,Argument,POS
선정,NEUT,Medium,Judgment,NEUT
선진국,POS,Medium,Judgment,POS
선풍,POS,High,Judgment,POS
선호,POS,Medium,Judgment,POS
설,NEG,Medium,Judgment,NEG
설계,NEG,High,Argument,POS
설득,NEUT,Medium,Argument,POS
설레,POS,Medium,Emotion,POS
설레게,POS,Medium,Emotion,POS
설명,POS,Medium,Argument,POS
섬,NEG,Medium,Argument,POS
섬일,NEG,Medium,Argument,POS
섬김,POS,Medium,Judgment,POS
섬세,POS,Medium,Judgment,POS
성,POS,Medium,Judgment,POS
성차별,POS,Medium,Judgment,POS
성과,POS,Medium,Judgment,POS
성은,NEG,Medium,Judgment,NEG
성의,NEUT,Medium,Judgment,NEUT
성격,NEUT,High,Judgment,NEUT
성공,POS,Medium,Judgment,POS
성공한,POS,Medium,Judgment,POS
성금,POS,High,Judgment,POS
성대,POS,Medium,Judgment,POS
성명,NEG,Medium,Argument,POS
성숙,POS,Medium,Judgment,POS
성실,POS,Medium,Judgment,POS
성실하,POS,Medium,Judgment,POS
성실하게,POS,Medium,Judgment,POS
성자,POS,Medium,Judgment,POS
성장,POS,Medium,Judgment,POS
성지,NEUT,Low,Judgment,NEUT
성찰,COMP,Medium,Judgment,COMP
성취,POS,High,Judgment,POS
성행,NEG,Medium,Judgment,NEG
성향,POS,Medium,Judgment,POS
성희롱,NEG,High,Judgment,NEG
세,NEG,Medium,Argument,POS
세년,NEG,Medium,Argument,POS
세년년,NEG,Medium,Argument,POS
세세,NEG,Medium,Argument,POS
세계,POS,Medium,Judgment,POS
세기,POS,Medium,Judgment,POS
세대,POS,High,Judgment,POS
세상,NEG,High,Argument,POS
세속,NEG,Low,Argument,POS
세습,NEG,Medium,Judgment,NEG
세우,POS,Medium,Intention,POS
세우어,NEUT,Medium,Judgment,NEUT
센스,POS,Medium,Judgment,POS
셈,NONE,Medium,Judgment,POS
셰익스피어,POS,Medium,Judgment,POS
소,NONE,None,Judgment,POS
소감,POS,Medium,Argument,POS
소개,POS,Medium,Judgment,POS
소개하고,POS,Medium,Argument,POS
소견,NEUT,Medium,Argument,POS
소낙비,NEG,High,Argument,POS
소녀,POS,Medium,Argument,POS
소득,NEG,Medium,Judgment,NEG
소리,NEG,Medium,Argument,POS
소문,NEUT,High,Judgment,NEUT
소문나,POS,High,Judgment,POS
소변,NEG,Medium,Argument,POS
소비자,NEUT,Medium,Judgment,NEUT
소설,POS,Medium,Judgment,POS
소송,NEG,High,Judgment,NEG
소수,NEG,Medium,Argument,POS
소신,NEG,Medium,Judgment,NEG
소심,NEG,Medium,Judgment,NEG
소아마비,NEG,High,Judgment,NEG
소외,COMP,Medium,Argument,POS
소용,NEG,Medium,Judgment,NEG
소위,NEG,Medium,Argument,POS
소일,POS,Low,Argument,POS
소중하,POS,Medium,Judgment,POS
소중하게,POS,High,Emotion,POS
소중한,POS,Medium,Judgment,POS
소지,NEG,High,Judgment,NEG
소홀,NEG,Medium,Judgment,NEG
소홀히,NEG,Medium,Judgment,NEG
소환,NEG,High,Judgment,NEG
속,NEG,Medium,Judgment,NEG
속내,POS,Medium,Agreement,POS
속도,POS,Medium,Judgment,POS
속이,NEG,Low,Judgment,NEG
속임수,NEG,High,Judgment,NEG
속하,NEG,Medium,Argument,POS
손,NEUT,Medium,Judgment,POS
손끝,POS,Medium,Judgment,POS
손때,NEG,Medium,Argument,POS
손님,POS,Medium,Judgment,POS
손목,POS,Low,Argument,POS
손바닥,NEUT,Medium,Judgment,NEUT
손발,NEUT,Medium,Argument,POS
손색,POS,High,Judgment,POS
손쉽,POS,Medium,Agreement,POS
손해,NEG,High,Judgment,NEG
손해배상,NEG,High,Judgment,NEG
솔직,POS,Medium,Judgment,POS
솔직하,POS,Medium,Judgment,POS
솔직함,POS,Medium,Judgment,POS
솜씨,POS,Medium,Judgment,POS
송편,POS,Medium,Argument,POS
수,NONE,None,Others,POS
수백,NEG,High,Judgment,NEG
수가,NEG,Medium,Argument,POS
수도,NONE,None,Others,POS
수없이,NEUT,Low,Judgment,POS
수단,NEG,Medium,Judgment,NEG
수려,POS,Medium,Judgment,POS
수미산,POS,High,Judgment,POS
수박,POS,High,Judgment,POS
수배,NEG,Medium,Judgment,NEG
수분,NEG,Medium,Judgment,NEG
수상,POS,Medium,Judgment,POS
수상작,POS,Medium,Judgment,POS
수십,POS,High,Judgment,POS
수영,NEG,Medium,Judgment,NEG
수요,POS,Medium,Judgment,POS
수용,POS,Medium,Agreement,POS
수익,NEG,Medium,Judgment,NEG
수입,POS,Low,Argument,POS
수준,NEG,Medium,Judgment,NEG
수줍,POS,Medium,Judgment,POS
수직,NEUT,Low,Judgment,NEUT
수퍼,POS,Medium,Argument,POS
숙맥,NEG,Medium,Judgment,NEG
숙연,POS,Medium,Judgment,POS
순간,POS,Medium,Argument,POS
순수,NEG,Medium,Judgment,NEG
순수하,NEG,Medium,Judgment,NEG
순수한,NEG,Medium,Judgment,NEG
순진,NEG,Low,Judgment,NEG
순진하,NEG,Low,Judgment,NEG
순진하게,NEG,Low,Judgment,NEG
숟가락,NEG,Medium,Argument,POS
술,NEG,Medium,Judgment,NEG
술술,POS,Medium,Judgment,POS
숨,NEG,Medium,Judgment,NEG
숨어,NEG,Medium,Judgment,NEG
숨소리,POS,Low,Emotion,NEG
숨지,NEG,Low,Judgment,NEG
숫자,NEG,Medium,Argument,POS
숭배,NEG,Medium,Judgment,NEG
숱하,NEG,High,Judgment,NEG
숲,NEUT,Medium,Judgment,NEUT
쉬,NEUT,Medium,Judgment,NEUT
쉴,NEUT,Medium,Judgment,NEUT
쉽,POS,Medium,Judgment,POS
스럽,POS,Medium,Judgment,POS
스럽게,POS,Medium,Judgment,POS
스럽지,NEG,High,Judgment,NEG
스스로,POS,Medium,Judgment,POS
스타,POS,High,Judgment,POS
스토리,NEUT,Low,Argument,POS
슬프,NEG,Medium,Emotion,NEG
슬픔,NEG,Medium,Emotion,NEG
습관,NEG,Medium,Judgment,NEG
습기,POS,Medium,Judgment,POS
습니까,POS,Medium,Intention,POS
습니다,POS,Medium,Argument,POS
승부,POS,Medium,Intention,POS
승진,NEG,High,Judgment,NEG
시,NEG,Medium,Argument,POS
신,POS,Medium,Emotion,POS
시각,POS,Medium,Judgment,POS
시간,NEG,Medium,Judgment,NEUT
시급,NEG,Medium,Judgment,NEG
시기,NEG,Medium,Argument,POS
시나리오,NEUT,Low,Argument,POS
시대,NEUT,Medium,Judgment,POS
시대정신,NEG,Medium,Judgment,NEG
시도,POS,Medium,Judgment,POS
시련,NEG,Medium,Judgment,NEG
시멘트,NEG,High,Judgment,NEG
시사,NEUT,Medium,Speculation,POS
시선,POS,Medium,Argument,POS
시설,POS,Medium,Judgment,POS
시약,NEG,Medium,Argument,POS
시인,NEUT,Low,Judgment,NEUT
시작,POS,Medium,Argument,POS
시작되,NEG,Medium,Argument,POS
시작된,NEG,Medium,Argument,POS
시작할,POS,Medium,Argument,POS
시장,POS,Medium,Argument,POS
시절,POS,Medium,Argument,POS
시중,POS,Medium,Judgment,POS
시집,NEUT,Medium,Judgment,POS
시치미,NEUT,Medium,Judgment,NEUT
시키,NEG,Medium,Judgment,POS
시키는,NEG,Low,Judgment,NEUT
시키어,POS,Medium,Argument,POS
시험,NEG,Medium,Judgment,NEG
식,NEG,High,Judgment,NEUT
식은,NEG,High,Judgment,NEG
식은땀,NEG,High,Judgment,NEG
식물,NEUT,Medium,Argument,POS
식민,NEG,Medium,Judgment,NEG
식욕,NEUT,Medium,Argument,POS
식욕부진,NEUT,Medium,Argument,POS
식탁,NEG,Medium,Judgment,NEG
식품,NEG,Medium,Judgment,NEG
신세대,POS,High,Judgment,POS
신제품,NEUT,Low,Argument,POS
신경,NEUT,Medium,Argument,POS
신경계통,NEUT,Medium,Argument,POS
신기,POS,Medium,Judgment,POS
신기하,POS,Medium,Judgment,POS
신기한,POS,Medium,Judgment,POS
신동,POS,Medium,Judgment,POS
신라,POS,Medium,Judgment,POS
신뢰,POS,Medium,Agreement,POS
신명,POS,Medium,Judgment,POS
신문,POS,Medium,Argument,POS
신비,POS,Medium,Judgment,POS
신속히,POS,Medium,Judgment,POS
신화,POS,Medium,Judgment,POS
실감,POS,Medium,Judgment,POS
실로,NEG,High,Emotion,NEG
실마리,POS,Medium,Judgment,POS
실명,NEG,Medium,Judgment,NEG
실상,NEG,Medium,Judgment,NEG
실용,POS,Medium,Judgment,POS
실정,POS,Low,Argument,POS
실제,NONE,None,Others,POS
실조,NEG,Medium,Judgment,NEG
실천,POS,Medium,Argument,POS
실현,POS,Medium,Judgment,POS
실현되,POS,Medium,Judgment,POS
싫,NEG,Medium,Argument,POS
싫은,NEG,Medium,Argument,POS
싫어하,NEG,Medium,Emotion,NEG
싫증,NEG,Medium,Judgment,NEG
심각,NEG,High,Judgment,NEG
심각하,NEG,High,Judgment,NEG
심근,NEUT,Medium,Argument,POS
심근경색,NEUT,Medium,Argument,POS
심리,NEG,Low,Emotion,POS
심부전증,NEUT,Medium,Argument,POS
심위,POS,Medium,Argument,POS
심장,COMP,Medium,Judgment,POS
심장질환,NEUT,Medium,Argument,POS
심지어,NONE,None,Judgment,POS
심화,NEUT,High,Judgment,NEUT
심회,NEG,Medium,Emotion,NEG
십상,NEG,Medium,Judgment,NEG
싶,POS,Medium,Intention,POS
싶어,POS,Medium,Intention,POS
싶었,NEG,Medium,Argument,POS
싶은,NEUT,Medium,Emotion,POS
싸,POS,Medium,Judgment,POS
싸게,POS,Medium,Judgment,POS
싸고,POS,Low,Argument,POS
싼,POS,Medium,Judgment,POS
싼값,POS,Medium,Judgment,POS
싸구려,NEG,Medium,Intention,POS
싸우,NEG,Medium,Judgment,NEG
싸움,NEG,Medium,Judgment,NEG
쌓,POS,Medium,Judgment,POS
쏟,POS,Medium,Judgment,POS
쏟아,NEUT,Medium,Judgment,NEUT
쏟아지,POS,Medium,Judgment,POS
쏠쏠,POS,Medium,Judgment,POS
쓰,POS,Medium,Argument,POS
쓴,NEG,Low,Argument,POS
쓴소리,NEG,Low,Argument,POS
쓰는,NEUT,Medium,Judgment,NEUT
쓸,POS,Medium,Argument,POS
쓰러지,NEUT,High,Judgment,NEUT
쓰레기,NEG,High,Argument,POS
쓰레기봉투,NEG,High,Argument,POS
쓸쓸,COMP,Medium,Emotion,COMP
쓸쓸하,COMP,Medium,Emotion,COMP
쓸쓸한,POS,Medium,Judgment,POS
쓸쓸함,COMP,Low,Emotion,COMP
씌우,NEG,Medium,Argument,POS
씌우었,NEG,Medium,Argument,POS
씨,POS,Medium,Intention,POS
씨발,NEG,High,Argument,POS
아,POS,Medium,Judgment,POS
아가,POS,Medium,Judgment,POS
아내,NEG,Low,Judgment,POS
아보,POS,Medium,Intention,POS
아산,NEG,Medium,Argument,POS
아오,POS,Medium,Judgment,POS
아주,NEG,Medium,Judgment,POS
아지,POS,Medium,Judgment,POS
아하,POS,Medium,Emotion,POS
아끼,POS,Medium,Judgment,POS
아끼어,POS,Medium,Judgment,POS
아니,NEG,Medium,Judgment,POS
아닐,NEG,High,Emotion,NEG
아도,NONE,None,Others,POS
아들,NEG,Medium,Argument,POS
아라,POS,Medium,Argument,POS
아랑곳,POS,Medium,Emotion,POS
아름답,POS,Medium,Judgment,POS
아마,POS,Medium,Argument,POS
아무래도,NONE,None,Judgment,POS
아무런,NEG,Medium,Judgment,NEG
아무렇,POS,Medium,Judgment,POS
아버지,NEUT,High,Judgment,POS
아빠,POS,Medium,Argument,POS
아사,NEG,Medium,Judgment,NEG
아서,NEG,High,Judgment,POS
아선,NEG,Low,Judgment,NEG
아서는,NEG,High,Judgment,NEUT
아성,POS,High,Judgment,POS
아쉬움,NEG,Medium,Judgment,NEG
아쉽,NEG,Medium,Judgment,NEG
아스팔트,POS,Low,Judgment,POS
아시아,POS,Low,Judgment,POS
아야,NONE,None,Others,POS
아연,NEG,High,Emotion,NEG
아예,NONE,None,Judgment,POS
아요,NEG,Medium,Argument,POS
아이,POS,Medium,Judgment,POS
아이러니,NEG,Medium,Judgment,NEG
아직,NEG,Medium,Judgment,POS
아직까지,NONE,None,Others,POS
아침,POS,Medium,Argument,POS
아침공기,POS,Medium,Argument,POS
아파트,NEG,Medium,Judgment,NEG
아프,NEG,Medium,Emotion,NEG
아픈,NEG,Medium,Emotion,NEG
아픔,NEUT,Medium,Judgment,NEUT
악기,NEG,Medium,Judgment,NEG
악수,POS,Medium,Emotion,POS
악재,NEG,High,Judgment,NEG
악절,POS,High,Judgment,POS
악화,NEG,High,Judgment,NEG
안,NEG,Medium,Judgment,POS
안되,NEG,High,Judgment,POS
안되는,NEG,Medium,Argument,POS
안주,NEG,Medium,Judgment,NEG
안개,NEUT,Medium,Judgment,NEUT
안무가,POS,High,Judgment,POS
안방,POS,Medium,Judgment,POS
안보,POS,Medium,Judgment,POS
안전,NEUT,Medium,Judgment,NEUT
안전하,POS,High,Judgment,POS
안전한,POS,Medium,Judgment,POS
안정,NEG,High,Judgment,POS
안타깝,NEG,Medium,Emotion,NEG
앉,NEUT,Low,Argument,POS
앉아,NEUT,Low,Argument,POS
않,NEG,Medium,Judgment,NEUT
않겠,NEG,Medium,Argument,POS
않고,POS,Medium,Judgment,POS
않기,POS,Medium,Argument,POS
않기위하,POS,Medium,Argument,POS
않는,NEG,Medium,Judgment,NEG
않아,NEG,High,Argument,POS
않았,POS,Medium,Argument,POS
않은,NEG,Medium,Judgment,NEG
알,POS,Medium,Judgment,POS
알뜰,POS,Medium,Judgment,POS
알뜰히,NEG,Medium,Argument,POS
알리,POS,Medium,Judgment,POS
알리어,POS,Medium,Judgment,POS
알쏭달쏭,NEUT,Medium,Judgment,POS
알코올,NEG,Medium,Judgment,NEG
알코올중독,NEG,Medium,Judgment,NEG
앓,NEUT,Medium,Judgment,NEUT
앓기,POS,Medium,Argument,POS
암흑,POS,Medium,Argument,POS
압도,NEUT,Medium,Judgment,NEG
압박,NEG,Medium,Argument,POS
앗,NEG,High,Judgment,NEG
았,NEG,Medium,Argument,POS
았던,NEG,Low,Emotion,NEUT
았었,NEG,Low,Argument,POS
았었는데,NEG,Low,Argument,POS
앞,NEG,Medium,Argument,POS
앞길,NEG,Medium,Judgment,NEG
앞서,NEG,Medium,Judgment,NEG
앞장,POS,Medium,Judgment,POS
앞장서,POS,Medium,Judgment,POS
애,NEG,Medium,Judgment,NEG
애꿎,NEG,High,Judgment,NEG
애니메이션,POS,Medium,Judgment,POS
애닯,COMP,Medium,Emotion,NEG
애용,POS,Medium,Judgment,POS
애정,POS,Medium,Judgment,POS
애타,POS,Medium,Emotion,POS
애틋,POS,Low,Judgment,POS
애틋하,POS,Low,Judgment,POS
액수,NEG,Medium,Judgment,NEG
앳되,POS,Medium,Judgment,POS
앳된,POS,Medium,Judgment,POS
야,NONE,None,Judgment,POS
야하,NONE,None,Judgment,POS
야릇,NEUT,Medium,Judgment,NEUT
야릇하,NEUT,Medium,Judgment,NEUT
약,NEG,Medium,Argument,POS
약간,COMP,Low,Emotion,COMP
약골,NEG,Medium,Judgment,NEG
약속,POS,Medium,Agreement,POS
약탈,NEG,Medium,Judgment,NEG
약하,NEG,Medium,Judgment,NEUT
약한,NEG,Medium,Argument,POS
약혼,NEG,High,Emotion,NEG
약화,POS,Medium,Judgment,POS
양,POS,High,Judgment,POS
양보,NEG,Medium,Judgment,NEG
양상,NEG,Low,Judgment,NEG
양식,POS,Medium,Judgment,POS
양심,NEG,Medium,Argument,POS
양탄자,POS,Medium,Argument,POS
얘기,POS,Medium,Argument,POS
어,POS,Medium,Judgment,POS
어가,POS,Medium,Argument,POS
어갈,POS,Low,Argument,POS
어균,POS,Medium,Argument,POS
어나오,NEG,Medium,Judgment,NEG
어내,POS,Medium,Judgment,POS
어놓,POS,Medium,Judgment,POS
어놓았,NEG,Medium,Argument,POS
어담,NEG,High,Argument,POS
어대,NEG,Medium,Judgment,NEG
어들,POS,Medium,Argument,POS
어맞,POS,Medium,Argument,POS
어모으,POS,Medium,Judgment,POS
어버리,COMP,Medium,Argument,POS
어보,POS,Medium,Argument,POS
어살,NEG,Medium,Judgment,NEUT
어업,POS,High,Judgment,POS
어열매맺,POS,Medium,Argument,POS
어오,POS,High,Judgment,POS
어온,POS,Medium,Argument,POS
어오았,POS,High,Judgment,POS
어읽,POS,Medium,Argument,POS
어있,NEG,Medium,Argument,POS
어있어,NEUT,Medium,Argument,POS
어있었,POS,Low,Argument,POS
어주,POS,Medium,Judgment,POS
어준,NEG,Medium,Argument,POS
어줄,POS,Medium,Argument,POS
어진,POS,Medium,Judgment,POS
어질,POS,High,Judgment,POS
어지내,NEG,Medium,Emotion,NEG
어하,NEUT,Medium,Judgment,POS
어깨,POS,High,Judgment,POS
어느,NEG,Low,Judgment,POS
어다,NEG,Medium,Argument,POS
어다놓,NEG,Medium,Argument,POS
어다가,NONE,None,Others,POS
어도,NONE,None,Others,POS
어둠,POS,Medium,Judgment,POS
어둡,NEG,Medium,Judgment,NEG
어디,NEG,Medium,Argument,POS
어떠,NEG,Medium,Judgment,NEG
어떠하,NEG,Medium,Judgment,NEG
어떠한,NEG,Medium,Judgment,NEG
어떤,NEG,Medium,Judgment,POS
어떻,NONE,None,Others,POS
어떻든,NONE,None,Others,POS
어라,POS,Medium,Intention,POS
어려움,NEUT,Medium,Judgment,NEUT
어렵,NEG,Medium,Judgment,NEG
어리,NEG,Medium,Argument,POS
어린,NEG,Medium,Argument,POS
어린시절,NEG,Medium,Argument,POS
어리광,NEG,Medium,Argument,POS
어린이,POS,Low,Judgment,POS
어머니,NEUT,Medium,Judgment,NEUT
어서,NEG,Medium,Judgment,NEUT
어서는,NEG,Medium,Judgment,NEUT
어야,NONE,None,Judgment,POS
어야겠,NEUT,Medium,Argument,POS
어야하,NONE,None,Judgment,POS
어야할,NEG,Medium,Argument,POS
어야만,COMP,Medium,Argument,POS
어요,NEG,Medium,Argument,POS
어우러지어,POS,Medium,Argument,POS
어지럼증,NEG,Medium,Judgment,NEG
어쨌든,NONE,None,Others,POS
어쩌,NEG,Medium,Emotion,NEG
어쩌나,NEG,Medium,Emotion,NEG
어쩔,NEG,Medium,Emotion,COMP
어찌,NONE,None,Judgment,POS
어처구니,NEG,High,Judgment,NEG
억,NEG,High,Judgment,NEG
억원,NEG,High,Judgment,NEG
억울,POS,Medium,Intention,POS
억울하,POS,Medium,Intention,POS
억울하게,POS,Medium,Intention,POS
억지,NEG,High,Judgment,NEG
언론,NEUT,Medium,Judgment,NEUT
언제,NEG,High,Emotion,NEG
언젠가,POS,Medium,Judgment,POS
얻,POS,Medium,Judgment,POS
얻어,NEUT,Low,Judgment,POS
얻은,POS,Medium,Judgment,POS
얼,POS,Medium,Emotion,POS
얼굴,COMP,Medium,Judgment,POS
얼마,NEG,Medium,Argument,POS
얼마나,POS,Medium,Judgment,POS
얼핏,POS,Medium,Judgment,POS
얼핏보,NEUT,Medium,Judgment,NEUT
엄마,NEG,Medium,Argument,POS
엄숙,POS,Medium,Judgment,POS
엄숙하,POS,Medium,Judgment,POS
엄숙하고,POS,Medium,Judgment,POS
엄연,POS,Medium,Judgment,POS
엄연하,POS,Medium,Judgment,POS
엄연히,NONE,None,Others,POS
